,Document,Dominant Topic,Contribution %,Topic Desc
540,"['content', 'datum', 'image', 'label', 'innovation', 'mammography', 'scar', 'database', 'find', 'miss', 'review', 'keener', 'show', 'infotxt', 'pg', 'file', 'pass', 'correctly', 'label', 'st', 'column', 'miss', 'database', 'reference', 'number', 'nd', 'column', 'character', 'background', 'tissue', 'f', 'fatty', 'g', 'fatyglandular', 'denseglandular', 'rd', 'column', 'class', 'abnormality', 'present', 'call', 'calcification', 'fire', 'weldefinedcircumscribe', 'masse', 'spin', 'stimulate', 'masse', 'miss', 'define', 'masse', 'arch', 'architectural', 'distortion', 'symmetry', 'norm', 'normal', 'th', 'column', 'severity', 'abnormality', 'b', 'benign', 'malignant', 'th', 'th', 'column', 'imagecordinate', 'centre', 'abnormality', 'th', 'column', 'approximate', 'radius', 'pipe', 'circle', 'enclose', 'abnormality', 'also', 'several', 'thing', 'note', 'list', 'arrange', 'pair', 'film', 'pair', 'represent', 'leave', 'even', 'filename', 'number', 'right', 'mammogram', 'odd', 'filename', 'number', 'single', 'patient', 'size', 'image', 'pipe', 'x', 'pipe', 'image', 'center', 'matrix', 'calcification', 'present', 'centre', 'location', 'radio', 'apply', 'cluster', 'rather', 'individual', 'calcification', 'coordinate', 'system', 'origin', 'botomleft', 'corner', 'case', 'calcification', 'widely', 'distribute', 'throughout', 'image', 'rather', 'concentrate', 'single', 'site', 'case', 'centre', 'location', 'radio', 'inappropriate', 'omit', 'acknowledgementslicence', 'mamographic', 'image', 'analysis', 'society', 'minimamographic', 'database', 'licence', 'agreement', 'legal', 'agreement', 'end', 'user', 'mamographic', 'image', 'analysis', 'society', 'miss', 'upon', 'instal', 'minimamographic', 'database', 'database', 'system', 'agree', 'bind', 'term', 'agreement', 'grant', 'licence', 'miss', 'grant', 'right', 'use', 'database', 'research', 'purpose', 'purpose', 'may', 'edit', 'format', 'otherwise', 'modify', 'database', 'provide', 'modify', 'portion', 'database', 'include', 'modify', 'work', 'shall', 'remain', 'subject', 'term', 'agreement', 'copyright', 'database', 'miss', 'protect', 'united', 'kingdom', 'copyright', 'law', 'international', 'treaty', 'provision', 'applicable', 'national', 'law', 'therefore', 'must', 'treat', 'database', 'like', 'copyright', 'material', 'database', 'use', 'publication', 'reference', 'must', 'make', 'database', 'within', 'publication', 'restriction', 'may', 'rent', 'lease', 'sell', 'database', 'liability', 'maximum', 'extent', 'permit', 'applicable', 'law', 'miss', 'shall', 'liable', 'damage', 'death', 'personal', 'injury', 'whatsoever', 'include', 'without', 'limitation', 'damage', 'negligence', 'loss', 'business', 'profit', 'business', 'interruption', 'loss', 'business', 'information', 'pecuniary', 'loss', 'arise', 'use', 'inability', 'use', 'database', 'even', 'miss', 'advise', 'possibility', 'damage', 'case', 'miss', 'entire', 'liability', 'agreement', 'shall', 'limited', 'amount', 'actually', 'pay', 'assign', 'case', 'may', 'database', 'inspiration', 'automatically', 'find', 'lesion', 'would', 'helpful', 'tool', 'physician', 'also', 'prediction', 'malignancy', 'base', 'foundmarke', 'lesion']",2,50.1,"university, I, contain, use, state, include, acknowledgment"
541,"['monthlyanual', 'carbon', 'dioxide', 'mission', 'electricity', 'generation', 'energy', 'information', 'administration', 'datum', 'break', 'fuel', 'type', 'htpweiagovelectricitydatacfmelecenv']",2,94.27,"university, I, contain, use, state, include, acknowledgment"
542,"['introduction', 'multispectral', 'image', 'capture', 'datum', 'per', 'fix', 'understand', 'object', 'base', 'chemical', 'composition', 'variation', 'composition', 'encompass', 'object', 'example', 'might', 'image', 'see', 'apple', 'orange', 'far', 'apple', 'orange', 'real', 'plastic', 'make', 'mexico', 'india', 'real', 'life', 'impart', 'use', 'special', 'datum', 'part', 'object', 'detection', 'image', 'could', 'one', 'day', 'save', 'life', 'self', 'drive', 'car', 'could', 'detect', 'face', 'also', 'difference', 'skin', 'plastic', 'lone', 'pedestrian', 'could', 'avoid', 'choice', 'group', 'three', 'mankind', 'sample', 'datum', 'contain', 'series', 'multispectral', 'image', 'handwritten', 'number', 'six', 'different', 'people', 'use', 'two', 'different', 'pen', 'I', 'ask', 'great', 'dagger', 'explore', 'build', 'model', 'tell', 'number', 'one', 'another', 'ink', 'write', 'datum', 'file', 'contain', 'pipe', 'grayscale', 'image', 'represent', 'channel', 'multispectral', 'image', 'x', 'represent', 'location', 'fix', 'channel', 'channel', 'represent', 'channel', 'also', 'label', 'contain', 'label', 'fix', 'file', 'licence', 'whatever', 'want', 'datum']",3,90.05,"use, I, contain, number, file, time, information"
543,"['context', 'diversity', 'united', 'state', 'county', 'content', 'diversity', 'index', 'every', 'county', 'use', 'simpson', 'diversity', 'index', 'n', 'number', 'people', 'give', 'race', 'n', 'total', 'number', 'people', 'race', 'get', 'probability', 'random', 'select', 'two', 'people', 'get', 'two', 'people', 'different', 'race', 'economical', 'entry']",1,55.62,"inspiration, acknowledgment, use, set, file, include, research"
544,"['datum', 'result', 'k', 'participant', 'fat', 'one', 'army', 'world', 'class', 'athlete', 'midway', 'time', 'km', 'halfway', 'km', 'overall', 'gender', 'banking', 'original', 'source', 'datum', 'capture', 'official', 'site', 'htpwhkmarathoncomresultsearch_resultshtm', 'marathon', 'result', 'include', 'km', 'half', 'marathon', 'result', 'midway', 'time', 'serve', 'well', 'analysis', 'purpose', 'field', 'race', 'runner', 'category', 'gender', 'age', 'group', 'eg', 'mr', 'mr', 'denote', 'male', 'female', 'age', 'group', 'official', 'time', 'gun', 'time', 'net', 'time', 'time', 'one', 'pass', 'start', 'line', 'final', 'line', 'usually', 'minute', 'less', 'official', 'time', 'km', 'time', 'half', 'way', 'time', 'km', 'time', 'midway', 'time', 'describe', 'file', 'marathon', 'challenge', 'marathon', 'run', 'use', 'run', 'path', 'race', 'different', 'start', 'time', 'athlete', 'challenge', 'group', 'generally', 'run', 'fast', 'improve', 'dataset', 'compare', 'result', 'different', 'marathon', 'world', 'find', 'one', 'touch', 'good', 'participant', 'etc', 'please', 'let', 'I', 'know', 'centralize', 'database', 'collect', 'result', 'different', 'race']",3,99.5,"use, I, contain, number, file, time, information"
545,"['context', 'digit', 'recognize', 'competition', 'use', 'popular', 'moist', 'dataset', 'challenge', 'dagger', 'classify', 'digit', 'correctly', 'dataset', 'image', 'represent', 'string', 'fix', 'value', 'train', 'test', 'often', 'beneficial', 'image', 'datum', 'image', 'format', 'rather', 'string', 'format', 'therefore', 'I', 'convert', 'aforementione', 'dataset', 'text', 'file', 'organize', 'pg', 'file', 'content', 'dataset', 'compose', 'four', 'file', 'trainingsetargz', 'mb', 'file', 'contain', 'ten', 'sub', 'holder', 'label', 'sub', 'holder', 'contain', 'pg', 'image', 'digit', 'recognize', 'competition', 'train', 'dataset', 'correspond', 'old', 'name', 'old', 'contain', 'image', 'etc', 'total', 'image', 'training', 'set', 'testsetargz', 'mb', 'file', 'contain', 'pg', 'image', 'digit', 'recognize', 'competition', 'test', 'dataset', 'total', 'image', 'test', 'set', 'trainingsamplezip', 'b', 'file', 'contain', 'ten', 'sub', 'holder', 'label', 'sub', 'old', 'contain', 'pg', 'image', 'training', 'set', 'total', 'image', 'testsamplezip', 'b', 'file', 'contain', 'image', 'sample', 'test', 'set', 'acknowledgment', 'previously', 'mention', 'datum', 'present', 'simply', 'clean', 'version', 'datum', 'present', 'eagle', 'digit', 'recognize', 'competition', 'division', 'moist', 'dataset', 'training', 'test', 'set', 'exactly', 'mirror', 'present', 'competition', 'inspiration', 'I', 'create', 'dataset', 'explore', 'tensorflow', 'inception', 'model', 'inception', 'massive', 'build', 'goose', 'compete', 'imagine', 'competition', 'way', 'transfer', 'learn', 'final', 'layer', 'inception', 'retain', 'render', 'model', 'useful', 'general', 'classification', 'task', 'retain', 'model', 'pg', 'image', 'must', 'use', 'thereby', 'necessitate', 'creation', 'dataset', 'hope', 'experiment', 'inception', 'achieve', 'accuracy', 'around', 'high', 'moist', 'dataset', 'unfortunately', 'maximum', 'accuracy', 'I', 'reach', 'inception', 'interested', 'code', 'say', 'attempt', 'available', 'github', 'depositor', 'eagle', 'moist', 'inception', 'learn', 'retain', 'inception', 'check', 'tensorflow', 'poet']",3,99.68,"use, I, contain, number, file, time, information"
546,"['statistic', 'income', 'division', 'basis', 'zip', 'code', 'datum', 'administrative', 'record', 'individual', 'income', 'tax', 'return', 'form', 'internal', 'revenue', 'service', 'irs', 'individual', 'master', 'file', 'system', 'include', 'datum', 'return', 'file', 'month', 'period', 'january', 'december', 'bulk', 'return', 'file', 'month', 'period', 'primarily', 'tax', 'year', 'irs', 'receive', 'limited', 'number', 'return', 'tax', 'year', 'include', 'within', 'zip', 'code', 'datum', 'datum', 'year', 'htpswirsgovuacsoitaxstatsindividualincometaxstatisticszipcodedatasoi', 'see', 'documentation', 'file', 'attach', 'crucial', 'zipcode', 'digit', 'zip', 'code', 'agi_stub', 'size', 'adjust', 'gross', 'income']",1,59.37,"inspiration, acknowledgment, use, set, file, include, research"
547,"['database', 'first', 'poleon', 'one', 'find', 'pokemongo', 'game', 'state', 'include', 'poleon', 'number', 'name', 'first', 'second', 'type', 'max', 'max', 'curl', 'bulbagardenet', 'gallery', 'poleon', 'number', 'poleon', 'name', 'original', 'name', 'poleon', 'first', 'type', 'type', 'poleon', 'second', 'type', 'poleon', 'two', 'type', 'cell', 'empty', 'max', 'maximum', 'amount', 'damage', 'poleon', 'infringe', 'max', 'maximum', 'amount', 'damage', 'poleon', 'receive', 'curl', 'link', 'pokemon', 'image', 'bulbagarden', 'database', 'present', 'great', 'way', 'help', 'new', 'generation', 'poleon', 'player', 'learn', 'datum', 'science', 'poleon', 'time', 'datum', 'scrape', 'htphandboksbulbagardenetpokemongopokemonindex']",3,78.38,"use, I, contain, number, file, time, information"
548,"['sweet', 'scrape', 'chris', 'alton', 'day', 'united', 'state', 'election', 'chris', 'allon', 'site', 'post', 'sweet', 'rather', 'full', 'sweet', 'process', 'scrape', 'full', 'information', 'due', 'apt', 'limit', 'take', 'long', 'time', 'version', 'dataset', 'contain', 'k', 'sweet', 'million', 'originally', 'post', 'dataset', 'update', 'sweet', 'become', 'available', 'acknowledgment', 'original', 'datum', 'scrape', 'chris', 'alton', 'sweet', 'post', 'github', 'page', 'datum', 'since', 'I', 'ed', 'king', 'use', 'twitter', 'apt', 'key', 'scrape', 'sweet', 'dataset', 'contain', 'couple', 'field', 'information', 'whether', 'I', 'personally', 'interested', 'particular', 'user', 'sweet', 'since', 'eagle', 'encourage', 'I', 'remove', 'datum', 'dataset', 'I', 'leave', 'feel', 'free', 'build', 'classified', 'type', 'user', 'I', 'follow', 'dataset', 'consist', 'follow', 'field', 'text', 'text', 'sweet', 'created_at', 'date', 'time', 'sweet', 'go', 'son', 'object', 'contain', 'coordinate', 'latitude', 'longitude', '`', 'type', 'long', 'twitter', 'guess', 'language', 'sweet', 'place', 'place', 'object', 'twitter', 'apt', 'coordinate', 'son', 'object', 'contain', 'coordinate', 'longitude', 'latitude', '`', 'type', 'note', 'coordinate', 'reverse', 'go', 'field', 'userfavourites_count', 'number', 'sweet', 'user', 'favorite', 'userstatuses_count', 'number', 'statute', 'user', 'post', 'userdescription', 'text', 'user', 'profile', 'description', 'userlocation', 'text', 'user', 'profile', 'location', 'use', 'unique', 'user', 'usercreated_at', 'user', 'create', 'account', 'userverified', 'boy', 'user', 'verify', 'userfolowe', 'boy', 'I', 'ed', 'king', 'follow', 'user', 'useful', 'curl', 'user', 'list', 'profile', 'necessarily', 'link', 'twitter', 'profile', 'userlisted_count', 'number', 'list', 'user', 'userfolowers_count', 'number', 'account', 'follow', 'user', 'userdefault_profile_image', 'boy', 'user', 'use', 'default', 'profile', 'pick', 'userutc_ofset', 'positive', 'negative', 'distance', 'etc', 'second', 'userfriends_count', 'number', 'account', 'user', 'follow', 'userdefault_profile', 'boy', 'user', 'use', 'default', 'profile', 'surname', 'user', 'profile', 'name', 'userlang', 'user', 'default', 'language', 'userscren_name', 'user', 'account', 'name', 'usergeo_enabled', 'boy', 'user', 'go', 'enable', 'userprofile_background_color', 'user', 'profile', 'background', 'color', 'format', 'rib', 'userprofile_image_url', 'link', 'user', 'profile', 'pick', 'usertime_zone', 'full', 'name', 'user', 'time', 'zone', 'unique', 'sweet', 'favorite_count', 'number', 'time', 'sweet', 'favorite', 'retreat', 'retreat', 'source', 'link', 'eg', 'instagram', 'favorite', 'I', 'ed', 'king', 'favorite', 'sweet', 'retwet_count', 'number', 'time', 'sweet', 'retreat', 'I', 'also', 'include', 'file', 'call', 'bad_twetscsv', 'include', 'sweet', 'could', 'scrape', 'along', 'error', 'message', 'I', 'receive', 'try', 'scrape', 'typically', 'happen', 'sweet', 'delete', 'user', 'delete', 'account', 'banner', 'user', 'make', 'sweet', 'private', 'field', 'file', 'exceptionresponse']",3,99.79,"use, I, contain, number, file, time, information"
549,"['context', 'specific', 'language', 'impairment', 'condition', 'effect', 'roughly', 'year', 'old', 'child', 'characterise', 'lack', 'language', 'ability', 'comparison', 'peer', 'obvious', 'mental', 'physical', 'disability', 'diagnosis', 'tend', 'laborious', 'thus', 'automatic', 'process', 'use', 'nap', 'technique', 'might', 'interest', 'paediatrician', 'speech', 'pathologist', 'content', 'study', 'evacuate', 'three', 'dataset', 'obtain', 'via', 'child', 'project', 'dataset', 'consist', 'narrative', 'child', 'attempt', 'complete', 'worthless', 'picture', 'task', 'choice', 'use', 'narrative', 'corpora', 'base', 'previous', 'research', 'indicate', 'good', 'ability', 'distinguish', 'language', 'impairment', 'child', 'first', 'dataset', 'consist', 'sample', 'british', 'adolescent', 'second', 'canadian', 'child', 'aged', 'third', 'child', 'aged', 'unfortunately', 'find', 'transcribe', 'datum', 'kind', 'rare', 'I', 'try', 'find', 'datum', 'avail', 'sample', 'contiramsden', 'contiramsden', 'dataset', 'collect', 'study', 'assess', 'effectiveness', 'narrative', 'test', 'adolescent', 'consist', 'slip', 'sample', 'child', 'age', 'ideally', 'corpora', 'would', 'child', 'slip', 'prominent', 'child', 'aged', 'five', 'year', 'old', 'good', 'detect', 'early', 'however', 'include', 'enable', 'direct', 'comparison', 'classified', 'create', 'galant', 'study', 'corpus', 'contain', 'transcript', 'story', 'tell', 'task', 'base', 'layer', 'worthless', 'picture', 'book', 'frog', 'child', 'first', 'view', 'picture', 'book', 'time', 'prompt', 'retell', 'story', 'past', 'tense', 'child', 'start', 'tell', 'story', 'present', 'tense', 'interview', 'would', 'prompt', 'phrase', 'happen', 'next', 'order', 'attempt', 'revert', 'back', 'past', 'tense', 'fail', 'start', 'retell', 'story', 'past', 'tense', 'two', 'prompt', 'far', 'prompt', 'make', 'end', 'end', 'dataset', 'collect', 'course', 'study', 'aim', 'identify', 'slip', 'child', 'use', 'index', 'storytele', 'ability', 'base', 'story', 'grammar', 'model', 'corpus', 'consist', 'slip', 'sample', 'child', 'aged', 'year', 'old', 'child', 'present', 'two', 'worthless', 'picture', 'story', 'one', 'complicated', 'unlike', 'contiramsden', 'examiner', 'hold', 'book', 'turn', 'page', 'child', 'appear', 'finish', 'tell', 'story', 'particular', 'picture', 'child', 'also', 'give', 'opportunity', 'practice', 'training', 'story', 'examiner', 'give', 'explicit', 'prompt', 'child', 'glad', 'glad', 'dataset', 'base', 'another', 'tool', 'narrative', 'assessment', 'know', 'test', 'narrative', 'language', 'til', 'consist', 'language', 'impair', 'child', 'control', 'aged', 'detailed', 'description', 'participant', 'exist', 'til', 'consist', 'four', 'storytele', 'task', 'first', 'recall', 'script', 'base', 'story', 'rest', 'worthless', 'picture', 'book', 'first', 'picture', 'set', 'depict', 'story', 'main', 'protagonist', 'repeat', 'attempt', 'goal', 'rest', 'single', 'picture', 'story', 'single', 'picture', 'story', 'require', 'input', 'child', 'thus', 'well', 'suit', 'old', 'child', 'til', 'appear', 'intermediary', 'difficulty', 'compare', 'end', 'feature', 'attribute', 'name', 'description', 'label', 'typically', 'develop', 'child', 'language', 'impair', 'child_tnw', 'total', 'number', 'word', 'total', 'number', 'word', 'transcribe', 'child_tns', 'total', 'number', 'sentence', 'child', 'slip', 'likely', 'speak', 'short', 'sentence', 'group', 'beware', 'easy', 'graph', 'patron', 'r', 'examiner_tnw', 'total', 'number', 'word', 'speak', 'examiner', 'child', 'slip', 'likely', 'need', 'support', 'freq_tr', 'frequency', 'word', 'type', 'word', 'token', 'ratio', 'divide', 'word', 'type', 'word', 'token', 'provide', 'rough', 'measure', 'lexical', 'diversity', 'r_i_verb', 'ratio', 'raw', 'infect', 'verb', 'child', 'slip', 'often', 'difficulty', 'morpheme', 'ed', 'result', 'use', 'raw', 'verb', 'instead', 'infect', 'form', 'mor_word', 'number', 'word', 'tier', 'num_pos_tag', 'number', 'different', 'partofspech', 'tag', 'node', 'number', 'number', 'time', 'word', 'use', 'repetition', 'number', 'repetition', 'count', 'number', 'repetition', 'rag', 'chat', 'format', 'inside', 'square', 'bracket', 'eg', 'milk', 'milk', 'milk', 'milk', 'milk', 'x', 'retrace', 'number', 'retrace', 'retrace', 'define', 'speaker', 'abandon', 'utterance', 'continue', 'tiller', 'number', 'tiller', 'count', 'number', 'tiller', 'use', 'total', 'list', 'tiller', 'create', 'search', 'entire', 'corpus', 'sample', 'common', 'variant', 'tiller', 'etc', 's_g_pl', 'perplexity', 'gram', 'slip', 'perplexity', 'sample', 'comparison', 'language', 'model', 'train', 'slip', 'group', 'corpora', 'except', 'sample', 's_g_pl', 'perplexity', 'gram', 'slip', 'gram', 's_g_pl', 'perplexity', 'gram', 'slip', 'gram', 'd_g_pl', 'perplexity', 'gram', 'perplexity', 'sample', 'comparison', 'language', 'model', 'train', 'group', 'corpora', 'except', 'sample', 'd_g_pl', 'perplexity', 'gram', 'gram', 'd_g_pl', 'perplexity', 'gram', 'gram', 'z_mlu_sli', 'sample', 'score', 'use', 'slip', 'group', 'mean', 'length', 'utterance', 'z_mlu_td', 'sample', 'score', 'use', 'group', 'mean', 'length', 'utterance', 'z_ndw_sli', 'sample', 'score', 'use', 'slip', 'group', 'rawinflecte', 'verb', 'ratio', 'z_ndw_td', 'sample', 'score', 'use', 'group', 'rawinflecte', 'verb', 'ratio', 'z_ipsyn_sli', 'sample', 'score', 'use', 'slip', 'group', 'developmental', 'sentence', 'score', 'z_ipsyn_td', 'sample', 'score', 'use', 'group', 'developmental', 'sentence', 'score', 'z_uts_sli', 'sample', 'score', 'use', 'slip', 'group', 'number', 'verb', 'utterance', 'z_uts_td', 'sample', 'score', 'use', 'group', 'number', 'verb', 'utterance', 'total_syl', 'total', 'number', 'syllable', 'use', 'technique', 'average_syl', 'average', 'number', 'syllable', 'per', 'word', 'mlu_word', 'mean', 'length', 'utterance', 'word', 'mlu_morpheme', 'mean', 'length', 'utterance', 'morpheme', 'mlu_ut', 'mean', 'length', 'utterance', 'st', 'word', 'verb_ut', 'number', 'verb', 'utterance', 'des', 'developmental', 'sentence', 'score', 'ipsyn_total', 'index', 'productive', 'santa', 'score', 'follow', 'field', 'count', 'instance', 'brown', 'stage', 'morphological', 'development', 'see', 'htpswspechlanguagetherapycomindexphpoptioncom_contentviewarticleidbrowncatiduncategoriseditemid', 'present_progressive', 'propositions_in', 'propositions_on', 'plural', 'iregular_past_tense', 'posesive_s', 'uncontractible_copula', 'article', 'regular_past_ed', 'regular_rd_person_s', 'iregular_rd_person', 'uncontractible_aux', 'contractible_copula', 'contractible_aux', 'back', 'normal', 'word_eror', 'number', 'word', 'error', 'mark', 'transcript', 'fleschkincaid', 'score', 'see', 'htpsenwikipediaorgwikifleschekincaid_readability_test', 'nov', 'number', 'nous', 'follow', 'immediately', 'verb', 'aux', 'number', 'nous', 'follow', 'immediately', 'axillary', 'verb', 'n_s_v', 'number', 'third', 'singular', 'nous', 'follow', 'immediately', 'verb', 'det_n_pl', 'number', 'determine', 'nous', 'follow', 'personal', 'profound', 'det_pl_n', 'number', 'determine', 'profound', 'follow', 'noun', 'pro_aux', 'profound', 'follow', 'axillary', 'verb', 'pro_s_v', 'rd', 'singular', 'nomination', 'profound', 'follow', 'verb', 'total_eror', 'total', 'number', 'morphosyntactic', 'error', 'sum', 'column', 'nous', 'verb', 'table', 'take', 'time', 'finish', 'get', 'within', 'day', 'past', 'research', 'I', 'spend', 'last', 'month', 'play', 'around', 'datum', 'I', 'unload', 'mainly', 'speed', 'amputation', 'analysis', 'I', 'already', 'I', 'excited', 'see', 'people', 'nice', 'graph', 'make', 'especially', 'use', 'attribute', 'thus', 'far', 'use', 'combine', 'corpora', 'good', 'I', 'manage', 'get', 'term', 'create', 'prediction', 'classified', 'use', 'neutral', 'network', 'feature', 'extraction', 'smite', 'get', 'mean', 'row', 'repeatedkfold', 'c', 'find', 'random', 'forest', 'sum', 'keener', 'comparable', 'well', 'smite', 'acknowledgment', 'datum', 'derive', 'I', 'use', 'open', 'source', 'transcript', 'provide', 'child', 'talkbank', 'htpchildestalkbankorg', 'method', 'I', 'use', 'close', 'k', 'galant', 'solorio', 'lie', 'hasanali', 'c', 'dolaghan', 'explore', 'corpusbase', 'approach', 'direct', 'language', 'impairment', 'monolingual', 'englishspeake', 'child', 'artificial', 'intelligence', 'medicine', 'vol', 'p', 'count', 'wither', 'n', 'bow', 'g', 'contiramsden', 'narrative', 'skill', 'adolescent', 'history', 'slip', 'relation', 'nonverbal', 'score', 'child', 'language', 'teach', 'therapy', 'vol', 'p', 'end', 'p', 'schneider', 'wayward', 'r', 'v', 'dub', 'storytele', 'picture', 'use', 'edmonton', 'narrative', 'form', 'instrument', 'glad', 'r', 'glad', 'n', 'person', 'test', 'narrative', 'language', 'austin', 'prove', 'inspiration', 'I', 'hope', 'somebody', 'beat', 'score', 'I', 'keen', 'learn', 'see', 'become', 'anything', 'might', 'use', 'childfamily', 'someday']",3,99.91,"use, I, contain, number, file, time, information"
