Label,SMSText,Cleaned_SMSText
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,uncle bone I need move oh guide I plus know torrent not particularly legal system slow I gr day plus start cos I meet online honey moon
ham,Oh ya ya. I remember da. .,oh I remember da
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,bow regard really try see anyone else th guy commit random due
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",chance win cash every txt play tss wmusictrivianet custcare hawk
ham,I not busy juz dun wan 2 go so early.. Hee.. ,I not busy jug dun wan go early
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,right well agent bright early morning
ham,"Great. I'm in church now, will holla when i get out",great I church holly I get
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back rum thank put keep happy see soon
ham,I donno if they are scorable,I scramble
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,leave great loxahatche tree burn update totally see star
ham,"Yes but i dont care! I need you bad, princess!",yes I care I need bad princess
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",guy make not sell since break I know one guy paranoid fuck not like sell without I I not til late tonight
ham,"Sorry, I'll call later",sorry I call later
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,mr u bring war later I come n c war may u neve set properly u get da help sheet u
ham,Do u knw dis no. &lt;#&gt; ?,u know di no leave
ham,Then she dun believe wat?,dun believe wat
ham,K..give back my thanks.,give back thank
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,I know complain sum onlybetr directly go bone nd apply
ham,Okay. I've seen it. So i should pick it on friday?,okay I see I pick friday
ham,How much she payed. Suganya.,much play sugary
ham,Left dessert. U wan me 2 go suntec look 4 u?,leave dessert u wan I go suite look u
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",beg make profit start use get sponsor next event
ham,Onum ela pa. Normal than.,ovum la pa normal
ham,K.k..how is your sister kids?,sister kiss
ham,"Cool, I'll text you when I'm on the way",cool I text I way
ham,Nope. Meanwhile she talk say make i greet you.,hope meanwhile talk say make I greet
ham,i cant talk to you now.i will call when i can.dont keep calling.,I talk call I keep call
ham,Anything lar...,anything war
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rise need water season need change poet need imagination phone need sum I need lovely friendship forever
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe go day job prospect yet I miss love sigh
ham,They will pick up and drop in car.so no problem..,pick drop car no problem
ham,S.i think he is waste for rr..,si think waste r
ham,He is world famamus....,world famous
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,come friday leave pongaldo get news work place
ham,Lol well don't do it without me. We could have a big sale together.,well not without I could big sale together
ham,* Am on my way,way
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat old airport road order get lot pale
ham,"sry can't talk on phone, with parents",say not talk phone parent
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",final chance claim worth discount voucher today text yes savamob member offer mobile savamob pobox mud sobs
ham,Ok lor wat time ü finish?,ok wat time u finish
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess I like make love leave time per night hope not problem
ham,Mm i am on the way to railway,mm I way railway
ham,i dnt wnt to tlk wid u,I dint go talk wid u
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",I I sorry I hope next space give everything want remember furniture I not around move lock lock leave key june
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,not yet I would like keep touch easy way barcelona way house
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",speak mob halloween collection nikita logic message plus free eerie tone txt card shake
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call lanoline complementary tenerife holiday cash await collection tis po box wa pp pm tender offer
ham,K.:)do it at evening da:)urgent:),evening urgent
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,palsy live jungle two year drive worried
ham,Mm have some kanji dont eat anything heavy ok,mm anti eat anything heavy ok
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promise get soon text I morning let I know make ok
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,different I not go try find every real life photo ever take
ham,I dont thnk its a wrong calling between us,I think wrong call
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill drink I need mrs model pus send mail I pa
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,dinah e rain like quite big let drizzle I least run home
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,I doc appointment next week I tired shove stuff I ugh could not I normal body
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad dun already concentrate paper k
ham,"Greetings me, ! Consider yourself excused.",greeting I consider excuse
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,no drama also enough family I struggle hot sun strange place reason ego not go not invite actually necessity wait serious repurcusion
ham,they released another Italian one today and it has a cosign option,release another italian one today come option
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",try figure much money everyone gas alcohol jay I try figure weed budget
spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner value network customer select receive reward collect call valid hour calm
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,chennai require freshness voice procesexcelent english nededsalary unto leave call human leave telephone interview via indyarockscom
ham,Dai what this da.. Can i send my resume to this id.,day da I send resume I
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",I know leave I around
ham,Yup i've finished c ü there...,I finish c u
ham,Remember to ask alex about his pizza,remember ask flex penza
ham,No da..today also i forgot..,no today also I forgot
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",old would get back maybe not today I tell direct link get car bid online arrange ship get cut u partnership u invest money ship take care restuwud b self radiant soon dint worry
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,reason I around time smoke gas I afford around someone tell I apparently happen somebody want light
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boston I make home constant think love I hope nice visit I not wait till come home I kiss
ham,Congrats kano..whr s the treat maga?,congress kanowhr treat magna
ham,Who u talking about?,u talk
ham,Ok...,ok
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",u wake already wat u u pick later rite I take sq reach smith like dat u check e arrival time c soon
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,puny I walk citylink u fast come I hungry
ham,Er yep sure. Props?,er yep sure drop
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",u pay money account thank get pleasant surprise I check balance u c I not get statement act
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u win nikita plus free digital camera u get u win free auction take part send nikita poboxtcrw
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send ltdecimalgt ok
ham,Bognor it is! Should be splendid at this time of year.,honor splendid time year
ham,Yes.i'm in office da:),yes office da
ham,"Sorry, I'll call later",sorry I call later
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy father john john name joy father madam
ham,Ok. I only ask abt e movie. U wan ktv oso?,ok I ask e movie u wan
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplace number send text old number wonder I not hear year well meat get number atlanta friend
ham,"Sorry, I'll call later",sorry I call later
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,dung let I might b eat free u wan eat I wait u war
ham,"Sorry, I'll call later",sorry I call later
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry weekly come send word win wtxtowincouk
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly god love amp I need youclean heart blodsend ten special people amp u c miracle tomorrow itplspls
ham,Do u noe how 2 send files between 2 computers?,u not send file computer
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mm I love wake word morning I miss love I hope day go well happy I wait together
ham,jay says he'll put in  &lt;#&gt;,jay say put leave
ham,Can you just come in for a sec? There's somebody here I want you to see,come see somebody I want see
ham,So the sun is anti sleep medicine.,sun anti sleep medicine
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,happen get job begin registration permanent presidency
ham,Yup ok...,ok
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad go well come plenty time clair go work
ham,Ok enjoy . R u there in home.,ok enjoy r u home
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",pus pus send I mail know relative come deliver know cost risk benefit anything else thank
ham,You do what all you like,like
ham,That's y we haf to combine n c how lor...,combine n c
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthly amount not terrible not pay anything till month finish school
ham,Hmmm:)how many players selected?,many player select
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",say na snow start around pm tone prediction inch accumulation
ham,I dont. Can you send it to me. Plus how's mode.,I send I plus mode
ham,Aiyo please ü got time meh.,please u get time I
ham,Package all your programs well,package program well
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belong family hope tomorrow pray hero fate shoranur train incident let hold hand together amp quell love amp concern prior grief amp pain pus join di chain amp pass stop violence woman
ham,So are you guys asking that i get that slippers again or its gone with last year,gun ask I get slipper go last year
ham,Company is very good.environment is terrific and food is really nice:),company godenvironment terrific food really nice
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text get ringtone log game wtxtcom question infotxtcouk
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honestly I make lovely cup tea promptly drop key burn finger get
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,not study surge I e lazy mode today
ham,Please sen :)my kind advice :-)please come here and try:-),please man kind advice please come try
ham,I'm done. C ü there.,I c u
ham,"Oh fine, I'll be by tonight",oh fine I tonight
ham,Ü give me some time to walk there.,u give I time walk
ham,I'll reach in ard 20 mins ok...,I reach mind ok
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",fresh award free mind digital camera reply snap collect prize quizclub opt stop pwh serum oh
ham,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happen come never come back
spam,This message is brought to you by GMW Ltd. and is not connected to the,message bring ltd not connect
ham,"Some friends want me to drive em someplace, probably take a while",friend want I drive em someplace probably take
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,I also fast suggest one not I u dun wan ok go rain let get go
ham,Are you still getting the goods.,still get good
ham,And maybe some pressies,maybe press
ham,"Yeah I am, so I'll leave maybe 7ish?",yeah I I leave maybe
ham,K..k..i'm also fine:)when will you complete the course?,I also finewhen complete course
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelope envelope paper paper word
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,I tell I dr apt next week think I na die I tell check nothing worried not listen
ham,You in your room? I need a few,room I need
ham,I dont want to hear anything,I want hear anything
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey I no leave friday wait I ask superior tell
ham,Ultimately tor motive tui achieve korli.,ultimately motive tut achieve world
ham,From 5 to 2 only my work timing.,work time
ham,… and don‘t worry we‘ll have finished by march … ish!,worry well finish march
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat roll newscaster table jazz flute behind wheel
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congress mobile g videophone r call videochat wid mate play cava game load polypi music online rent p
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amazing xxx picture video send enjoy one not enough day text back eyford picture get next video
ham,Now thats going to ruin your thesis!,go ruin thesis
ham,In sch but neva mind u eat 1st lor..,neve mind u eat st
ham,Hey whats up? U sleeping all morning?,hey u sleep morning
ham,Erm. I thought the contract ran out the4th of october.,arm I think contract run tooth october
ham,I dunno until when... Lets go learn pilates...,I dung let go learn plate
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,u subscribe well mobile content service per ten day send stop help
ham,Yup i'm elaborating on the safety aspects and some other issues..,I evaporate safety aspect issue
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",free trot text find love life try free text chance free leg
ham,"Goodmorning, today i am late for 1hr.",godmorne today I late
ham,Hi happy birthday. Hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi
ham,I will be outside office take all from there,I outside office take
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,not respond assume still asleep start call n shit
ham,"Aight, see you in a bit",right see bit
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior tell friday leave department except leave young way call wave fathom conform
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join honest dig service u sex note sign follow instruction txt entry nytecalpmsgp
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,I take member I say aunt flow not visit month cause I develop ovarian cyst bc way shrink
ham,Still work going on:)it is very small house.,still work go knit small house
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend get say cup order grass get leave get
ham,Tmr timin still da same wat cos i got lesson until 6...,mr timid still da wat cos I get lesson
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",thing ape u fight death keep something minute u let go
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sunshine quit wily q win top sonya player u know country liverpool play mid week txt sptyrone
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,no I not na able late notice I home week anyway plan
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",get fujitsu ism toshiba get lot model say
ham,Okie... Thanx...,one
ham,"Gosh that , what a pain. Spose I better come then.",gash pain speak I well come
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
ham,Okie,one
ham,So when you gonna get rimac access ,na get rival access
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,restaurant eat squad I wan na something late
ham,You call times job today ok umma and ask them to speed up,call time job today ok gumma ask speed
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!,hello cal wen u finish wiki fancy mein iv u tone I need break labor last note today work
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p eachother meet go house
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah luckily I not star role like
ham,Hello madam how are you ?,hello madam
ham,"Awesome, text me when you're restocked",awesome text I restore
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,knock knock txt whose enter r weekly draw gift voucher store choice tis wtklscom age stoptxtstopwek
ham,Yes. It's all innocent fun. O:-),yes innocent fun
ham,Thanks for sending this mental ability question..,thank send mental ability question
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day go smoothly I really hope I bother I bill I not settle month I extra cash I know challenge time also I let know
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,marrow leave ah
ham,I went to ur hon lab but no one is there.,I go hon lab no one
ham,I cant pick the phone right now. Pls send a message,I pick phone right pus send message
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pale nightsexcelent location breakfast hamper
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forward hi mailbox essay sum alert match please call back retrieve message match pain
ham,How come?,come
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,ah not bad thank good b home quite reality check day u anything webster
ham,Ok lor...,ok
ham,I'm coming home 4 dinner.,I come home dinner
ham,S da..al r above  &lt;#&gt;,day r leave
spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.",free ring tone text pole every week get new tone yes
ham,Unni thank you dear for the recharge..Rakhesh,un thank dear rechargerakhesh
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,I know I lack particular dramastorm detail part I not worried
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,hata mr forfeit hata
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",hey glad u r well I hear u treat dig good r pm far new year c u couple
ham,No way I'm going back there!,no way I go back
spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobile no xxx win bonus call prize nd attempt reach call sap boxnqp pm
ham,I WILL CAL YOU SIR. In meeting,I cal sir meeting
ham,"That's what I love to hear :V see you sundayish, then",I love hear v see sunday
ham,"Sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam sorry I hold pray
ham,Tiwary to rcb.battle between bang and kochi.,toward rcbatle bang foci
ham,Thank god they are in bed!,thank god bed
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,no I not cancer moss make big deal regular check ak pp smear
ham,Am in gobi arts college,go art college
ham,Why she wants to talk to me,want talk I
ham,Pandy joined 4w technologies today.he got job..,bandy join w technology today get job
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",guarantee late nikita phone go upon player prize txt word collect no ibhltd lunch pmtmsgrcvd
ham,"They can try! They can get lost, in fact. Tee hee",try get lose fact
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi speak masha v would like know satisfied experience reply toll free yes no
ham,My friends use to call the same.,friend use call
ham,"Sorry, I'll call later",sorry I call later
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",em olowoyey use great time argentina not sad secretary everything blessing
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",tax masagetiepos arch ok
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",hi I please get leave dollar loan ill pay back mid february pus
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",might want pull case plan not spend I not much confidence dere taylor money management
ham,Do you like shaking your booty on the dance floor?,like shake booty dance floor
ham,"Text me when you get off, don't call, my phones having problems",text I get not call phone problem
ham,No need for the drug anymore.,no need drug anymore
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry day think call lot timeslil busy call noon
ham,Its sarcasm.. .nt scarcasim,sarcasm sarcasm
ham,Great! I have to run now so ttyl!,great I run til
ham,Feel like trying kadeem again? :V,feel like try make v
ham,Dai  &lt;#&gt;  naal eruku.,day leave nail erupt
ham,Not yet chikku..wat abt u?,not yet chikuwat u
ham,Ok...,ok
ham,Want to finally have lunch today?,want finally lunch today
ham,Do you know when dad will be back?,know dad back
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darling today I would love chat tell I look like sex
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,free st week no nikita tone mob every week txt nikita get take tell mate wgetzedcouk pobox w norm tone
ham,He remains a bro amongst bros,remain brow amongst brow
ham,R u meeting da ge at nite tmr?,r u meeting da note mr
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impressively I sensible go home early feel fine I boring I not remember
ham,Why de. You looking good only:-)..,de look good
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,wan na get lay note want real dig location send direct mobile join large dig network txt park not era mug
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,try contact response offer new nikita one camcorder hit reply call delivery
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,yes reply mail I go management office later plus bank later also wednesday
ham,"That's cool, I'll come by like  &lt;#&gt; ish",cool I come like leave
ham,Super msg da:)nalla timing.,super mug canal time
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon boston feel today well I hope good boy obedient slave please queen
ham,I am 6 ft. We will be a good combination!,I ft good combination
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,I sick I needy I want port stump foot port stump foot I want slave I want
ham,* Am on a train back from northampton so i'm afraid not!,train back southampton I afraid not
ham,Where in abj are you serving. Are you staying with dad or alone.,abe serve stay dad alone
ham,Was playng 9 doors game and gt racing on phone lol,play door game race phone
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",new tone week include mcflyal ab sera jorgeshock smithswitch order follow instruction next message
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case man find murder ltdecimalgt leave afternoon wife call police police question everyone wife sir sleep murder take place cook I cook gardener I pick vegetable housemaid I go post office child go play neighbour go marriage police arrest murderer immediately reply reason u r brilliant
ham,I'm on da bus going home...,I da bus go home
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,I get call lanoline number I ask come anna agar I go afternoon
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,I okay chase dream good next
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,I order book shot weekend liar
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,urgent try contact u today draw show win prize guarantee call land line claim c valid
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,r many modelsony prison also der leave luke good I forgot mode no
ham,Okie,one
ham,Yes I know the cheesy songs from frosty the snowman :),yes I know cheese song frosty shopman
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ok c within leave mind il reply u
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,sport fan get late sport news sir mobile free plus free tone txt sport wgetzedcouk norm txt
ham,Hey tmr meet at bugis 930 ?,hey mr meet boris
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent free flight europe give away call b th sept take friend free call claim banfwflypm
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,nice new shirt thing I wear jurist theme _
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,hey sex gun day no word morning I think
ham,And whenever you and i see we can still hook up too.,whenever I see still hook
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,hope I go home go pump petrol like go rain soon
ham,Can you use foreign stamps for whatever you send them off for? ,use foreign stamp whatever send
spam,FROM 88066 LOST £12 HELP,lose help
ham,Oh baby of the house. How come you dont have any new pictures on facebook,oh baby house come new picture facebok
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",feb leave I love u day send di value fund even I come back marry person u lui u ignore di u lose lui ever
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",sorry not signal I not see hear neither unusual I put case get sort huge song
ham,"Omw back to tampa from west palm, you hear what happened?",om back camp west palm hear happen
ham,Yup no more already... Thanx 4 printing n handing it up.,no already print n hand
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,fresh fancy flirt reply date join fat grow mobile date service leg red p stout txt stop reply date
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,I mean come chase state watch many move want
ham,S now only i took tablets . Reaction morning only.,I take tablet reaction morning
